outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,supported_by_n,primary_consensus_class,grouped_evaluable_representations,primary_crossings_evaluable,primary_crossings_retained,grouped_crossings_n,complete_primary_retention,any_primary_retention,median_grouped_minus_matched_effect,sample_size_maturity,tss_retention_class,internal_robustness_class,grouped_job_id,n_codes,requested_outer_folds,realized_outer_folds,outer_test_n_min,outer_test_n_max,outer_training_n_min,outer_test_codes_min,outer_training_codes_min,outer_test_positive_min,outer_test_negative_min,outer_training_positive_min,outer_training_negative_min,single_class_outer_test_folds,any_single_class_outer_test_fold,inner_folds_realized_min,inner_folds_realized_max,inner_validation_n_min,inner_training_n_min,inner_validation_codes_min,inner_training_codes_min,inner_validation_positive_min,inner_validation_negative_min,inner_training_positive_min,inner_training_negative_min,single_class_inner_validation_folds,any_single_class_inner_validation_fold,grouped_fold_adequacy_flag,any_single_class_inner_training_fold,grouped_fold_adequacy_reasons,adequacy_flag_definition,metric_construction,deprecated_r1_r4_uses_flagged_grouped_result
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,TCR Shannon,Thorsson2018_PanImmune_MS,477,,,1,representation specific,3,1,0,0,FALSE,FALSE,-0.126456275037086,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,813,17,5,5,11,239,238,3,13,,,,,,,5,5,4,128,2,10,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,TGF-beta Response,Thorsson2018_PanImmune_MS,489,,,3,all three,3,3,0,0,FALSE,FALSE,-0.144357833575303,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,814,17,5,5,52,241,248,3,13,,,,,,,5,5,3,166,2,10,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Th1 Cells,Thorsson2018_PanImmune_MS,489,,,3,all three,3,3,1,1,FALSE,TRUE,-0.00877029590398681,TRUE,partial retention,R3: mature with partial or single-representation retention,815,17,5,5,12,196,293,3,13,,,,,,,5,5,3,158,2,10,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Wound Healing,Thorsson2018_PanImmune_MS,489,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.0181034797501869,TRUE,complete retention,R3: mature with partial or single-representation retention,816,17,5,5,7,245,244,3,13,,,,,,,5,5,4,143,2,10,,,,,,,sparse grouped folds,,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,264,,,1,representation specific,3,1,1,1,TRUE,TRUE,0.0194633049013007,TRUE,complete retention,R3: mature with partial or single-representation retention,817,31,5,5,35,99,165,6,24,,,,,,,5,5,20,118,4,19,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Leukocyte Fraction,Thorsson2018_PanImmune_MS,268,,,3,all three,3,3,3,3,TRUE,TRUE,-0.00927779352404423,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",818,31,5,5,35,82,186,6,24,,,,,,,5,5,12,126,4,19,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,261,,,2,exactly two,3,2,2,2,TRUE,TRUE,-0.0492439049537037,TRUE,complete retention,"R2: multi-representation, mature, complete grouped retention",819,31,5,5,28,82,179,6,24,,,,,,,5,5,12,134,4,19,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Macrophage Regulation,Thorsson2018_PanImmune_MS,261,,,3,all three,3,3,3,3,TRUE,TRUE,0.0201229259051391,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",820,31,5,5,37,91,170,6,24,,,,,,,5,5,16,87,4,19,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Macrophages M1,Thorsson2018_PanImmune_MS,261,,,2,exactly two,3,2,2,2,TRUE,TRUE,-0.0178161490388414,TRUE,complete retention,"R2: multi-representation, mature, complete grouped retention",821,31,5,5,22,72,189,6,24,,,,,,,5,5,20,133,4,19,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Macrophages M2,Thorsson2018_PanImmune_MS,261,,,1,representation specific,3,1,1,2,TRUE,TRUE,0.0128395783710675,TRUE,complete retention,R3: mature with partial or single-representation retention,822,31,5,5,36,71,190,6,24,,,,,,,5,5,12,134,4,19,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Proliferation,Thorsson2018_PanImmune_MS,261,,,3,all three,3,3,2,2,FALSE,TRUE,-0.0189874924694439,TRUE,partial retention,R3: mature with partial or single-representation retention,823,31,5,5,34,97,164,6,24,,,,,,,5,5,17,123,4,19,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Stromal Fraction,Thorsson2018_PanImmune_MS,254,,,3,all three,3,3,3,3,TRUE,TRUE,-0.0117811536369316,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",824,31,5,5,42,58,196,6,24,,,,,,,5,5,15,133,4,19,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Th2 Cells,Thorsson2018_PanImmune_MS,261,,,3,all three,3,3,2,2,FALSE,TRUE,-0.00776292654035671,TRUE,partial retention,R3: mature with partial or single-representation retention,825,31,5,5,29,72,189,6,24,,,,,,,5,5,7,117,4,19,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Leukocyte Fraction,Thorsson2018_PanImmune_MS,488,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.000109138459897906,TRUE,complete retention,R3: mature with partial or single-representation retention,826,25,5,5,40,189,299,5,20,,,,,,,5,5,19,183,4,16,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,488,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.0317062882319952,TRUE,complete retention,R3: mature with partial or single-representation retention,827,25,5,5,43,147,341,5,20,,,,,,,5,5,12,152,4,16,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Macrophage Regulation,Thorsson2018_PanImmune_MS,488,,,3,all three,3,3,3,3,TRUE,TRUE,-0.0314250092587067,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",828,25,5,5,56,149,339,5,20,,,,,,,5,5,19,221,4,16,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Proliferation,Thorsson2018_PanImmune_MS,488,,,1,representation specific,3,1,1,1,TRUE,TRUE,0.0406031201763473,TRUE,complete retention,R3: mature with partial or single-representation retention,829,25,5,5,44,123,365,5,20,,,,,,,5,5,4,199,4,16,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,TGF-beta Response,Thorsson2018_PanImmune_MS,488,,,3,all three,3,3,3,3,TRUE,TRUE,-0.0100173272269611,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",830,25,5,5,42,147,341,5,20,,,,,,,5,5,25,220,4,16,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Wound Healing,Thorsson2018_PanImmune_MS,488,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.0867047815586084,TRUE,complete retention,R3: mature with partial or single-representation retention,831,25,5,5,44,225,263,5,20,,,,,,,5,5,25,171,4,16,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
